scenario,event,lot_id,sleeve,buy_date,event_date,qty,qty_open_after_event,buy_price_usd,buy_price_krw,event_price_usd,event_price_krw,realized_gain_krw
T000-C,SELL,2,QQQ,2010-01-04,2025-07-01,1.6518740506069998,101.20502002068224,40.290767669677734,46294.09205245972,544.9664306640625,740097.1108276367,1146075.2029475158
T000-C,BUY,118,H001,2025-07-01,2025-07-01,42.72615734809558,42.72615734809558,,18076.21405262178,,18076.21405262178,0.0
T000-C,BUY,119,IEF,2025-07-01,2025-07-01,73.63414381749088,73.63414381749088,92.31727600097656,125372.39984588622,92.31727600097656,125372.39984588622,0.0
T000-C,SELL,1,SPY,2010-01-04,2025-10-01,0.9474459208099356,137.31423811549698,84.79635620117188,97431.01327514648,664.6654663085938,932160.0832244874,790860.6523049744
T000-C,SELL,2,QQQ,2010-01-04,2025-10-01,3.0214114881999588,98.18360853248228,40.290767669677734,46294.09205245972,601.7150268554688,843875.2394134522,2409820.841408207
T000-C,SELL,114,H001,2025-01-02,2025-10-01,244.58926726769153,484.3285843112833,,18131.370106630675,,21142.42066466039,0.0
T000-C,BUY,120,IEF,2025-10-01,2025-10-01,61.766740329552746,61.766740329552746,94.3801498413086,132363.44114494324,94.3801498413086,132363.44114494324,0.0
T000-C,SELL,114,H001,2025-01-02,2026-01-02,484.3285843112833,0.0,,18131.370106630675,,29266.659007870825,0.0
T000-C,SELL,118,H001,2025-07-01,2026-01-02,42.72615734809558,0.0,,18076.21405262178,,29266.659007870825,0.0
T000-C,SELL,92,H001,2021-10-01,2026-01-02,280.8024808870536,0.0,,16293.042579720772,,29266.659007870825,0.0
T000-C,SELL,105,H001,2023-07-03,2026-01-02,158.14414841607095,2.0933693473445487,,15818.622910092157,,29266.659007870825,0.0
T000-C,BUY,121,SPY,2026-01-02,2026-01-02,8.654248614069328,8.654248614069328,681.309326171875,984117.2561889648,681.309326171875,984117.2561889648,0.0
T000-C,BUY,122,QQQ,2026-01-02,2026-01-02,7.909192180124283,7.909192180124283,612.347900390625,884505.9247192383,612.347900390625,884505.9247192383,0.0
T000-C,BUY,123,IEF,2026-01-02,2026-01-02,87.67200808736101,87.67200808736101,94.86115264892578,137022.19194374085,94.86115264892578,137022.19194374085,0.0
T000-C,SELL,105,H001,2023-07-03,2026-04-01,2.0933693473445487,0.0,,15818.622910092157,,37836.01368754528,0.0
T000-C,SELL,103,H001,2023-04-03,2026-04-01,432.3348036928626,0.0,,15676.663635082517,,37836.01368754528,0.0
T000-C,SELL,99,H001,2022-10-03,2026-04-01,186.50583889516412,0.0,,15401.681677347058,,37836.01368754528,0.0
T000-C,SELL,96,H001,2022-04-01,2026-04-01,49.914694359651264,121.13096039676697,,15268.90811955887,,37836.01368754528,0.0
T000-C,BUY,124,SPY,2026-04-01,2026-04-01,11.338500374726621,11.338500374726621,655.239990234375,990270.7496411132,655.239990234375,990270.7496411132,0.0
T000-C,BUY,125,QQQ,2026-04-01,2026-04-01,10.289407931462238,10.289407931462238,584.3099975585938,883073.5424102783,584.3099975585938,883073.5424102783,0.0
T000-C,BUY,126,IEF,2026-04-01,2026-04-01,34.424092555135346,34.424092555135346,94.72779846191406,143163.06909347535,94.72779846191406,143163.06909347535,0.0
T000-D,BUY,1,SPY,2010-01-04,2010-01-04,297.64649904752207,297.64649904752207,84.79635620117188,97431.01327514648,84.79635620117188,97431.01327514648,0.0
T000-D,BUY,2,QQQ,2010-01-04,2010-01-04,453.62159768039385,453.62159768039385,40.290767669677734,46294.09205245972,40.290767669677734,46294.09205245972,0.0
T000-D,BUY,3,H001,2010-01-04,2010-01-04,2000.0,2000.0,,10000.0,,10000.0,0.0
T000-D,BUY,4,IEF,2010-01-04,2010-01-04,424.20994466817365,424.20994466817365,61.548912048339844,70719.69994354248,61.548912048339844,70719.69994354248,0.0
T000-D,SELL,1,SPY,2010-01-04,2010-04-01,5.118252304033116,292.528246743489,84.79635620117188,97431.01327514648,88.50389862060547,99681.94101638794,11520.81609782112
T000-D,SELL,2,QQQ,2010-01-04,2010-04-01,5.597892176430266,448.0237055039636,40.290767669677734,46294.09205245972,41.84566879272461,47130.776761245725,4683.670785452028
T000-D,BUY,5,H001,2010-04-01,2010-04-01,10.790347372146197,10.790347372146197,,10001.139850520784,,10001.139850520784,0.0
T000-D,BUY,6,IEF,2010-04-01,2010-04-01,5.933606959110071,5.933606959110071,62.264434814453125,70128.43293151855,62.264434814453125,70128.43293151855,0.0
T000-D,SELL,4,IEF,2010-01-04,2010-07-01,51.99112013885443,372.21882452931925,61.548912048339844,70719.69994354248,67.2458267211914,82510.62938690186,613023.6292384532
T000-D,BUY,7,SPY,2010-07-01,2010-07-01,24.36012515405175,24.36012515405175,77.57158660888672,95180.336769104,77.57158660888672,95180.336769104,0.0
T000-D,BUY,8,QQQ,2010-07-01,2010-07-01,31.139076676724212,31.139076676724212,37.14900588989258,45581.83022689819,37.14900588989258,45581.83022689819,0.0
T000-D,BUY,9,H001,2010-07-01,2010-07-01,54.46779012172066,54.46779012172066,,10071.895149520262,,10071.895149520262,0.0
T000-D,SELL,1,SPY,2010-01-04,2010-10-01,6.352853141413063,286.1753936020759,84.79635620117188,97431.01327514648,86.9801254272461,98309.2867641449,5579.54249360338
T000-D,SELL,2,QQQ,2010-01-04,2010-10-01,22.69217677156948,425.3315287323941,40.290767669677734,46294.09205245972,42.84891128540039,48429.98198032379,48467.99180770636
T000-D,BUY,10,H001,2010-10-01,2010-10-01,12.366487861980989,12.366487861980989,,10133.762935996112,,10133.762935996112,0.0
T000-D,BUY,11,IEF,2010-10-01,2010-10-01,19.872305871291218,19.872305871291218,70.2011947631836,79344.90038108826,70.2011947631836,79344.90038108826,0.0
T000-D,SELL,1,SPY,2010-01-04,2011-01-03,18.217864227923943,267.957529374152,84.79635620117188,97431.01327514648,96.92816162109375,108976.3321105957,210331.0510123068
T000-D,SELL,2,QQQ,2010-01-04,2011-01-03,33.01560941037126,392.3159193220228,40.290767669677734,46294.09205245972,48.45281982421875,54475.50532836914,270114.34514225146
T000-D,BUY,12,H001,2011-01-03,2011-01-03,75.93748135407961,75.93748135407961,,10201.448199962795,,10201.448199962795,0.0
T000-D,BUY,13,IEF,2011-01-03,2011-01-03,39.87244931395473,39.87244931395473,66.93544006347656,75255.5152633667,66.93544006347656,75255.5152633667,0.0
T000-D,SELL,1,SPY,2010-01-04,2011-04-01,5.620530209821006,262.33699916433096,84.79635620117188,97431.01327514648,102.02324676513672,110868.66225967408,75526.71206650791
T000-D,SELL,2,QQQ,2010-01-04,2011-04-01,3.2606078238968292,389.055311498126,40.290767669677734,46294.09205245972,50.407310485839844,54777.62430496216,27661.471636790568
T000-D,SELL,3,H001,2010-01-04,2011-04-01,19.74192312839287,1980.258076871607,,10000.0,,10273.213722326926,0.0
T000-D,BUY,14,IEF,2011-04-01,2011-04-01,13.532038453565967,13.532038453565967,67.02796936035156,72839.29430389404,67.02796936035156,72839.29430389404,0.0
T000-D,SELL,3,H001,2010-01-04,2011-07-01,16.10852737173987,1964.1495494998671,,10000.0,,10359.543904398048,0.0
T000-D,SELL,4,IEF,2010-01-04,2011-07-01,5.557031640191289,366.661792889128,61.548912048339844,70719.69994354248,69.29762268066406,73805.43303604126,17147.516428201012
T000-D,BUY,15,SPY,2011-07-01,2011-07-01,2.940130625288766,2.940130625288766,103.12193298339844,109830.0147239685,103.12193298339844,109830.0147239685,0.0
T000-D,BUY,16,QQQ,2011-07-01,2011-07-01,4.594041527391544,4.594041527391544,50.915977478027344,54228.06181297302,50.915977478027344,54228.06181297302,0.0
T000-D,SELL,4,IEF,2010-01-04,2011-10-03,69.72559677552552,296.9361961136025,61.548912048339844,70719.69994354248,77.3949966430664,91326.09603881836,1436793.2651359695
T000-D,BUY,17,SPY,2011-10-03,2011-10-03,41.10054792781506,41.10054792781506,85.08694458007812,100402.59460449219,85.08694458007812,100402.59460449219,0.0
T000-D,BUY,18,QQQ,2011-10-03,2011-10-03,27.590150663680564,27.590150663680564,45.04701614379883,53155.47904968262,45.04701614379883,53155.47904968262,0.0
T000-D,BUY,19,H001,2011-10-03,2011-10-03,73.85083681006684,73.85083681006684,,10449.774327787496,,10449.774327787496,0.0
T000-D,SELL,1,SPY,2010-01-04,2012-01-02,22.8254464081232,239.51155275620778,84.79635620117188,97431.01327514648,97.75436401367188,113248.43070983887,361039.6139704845
T000-D,SELL,2,QQQ,2010-01-04,2012-01-02,10.856229411878479,378.19908208624753,40.290767669677734,46294.09205245972,49.36644744873047,57191.02936935425,118299.65139906657
T000-D,BUY,20,H001,2012-01-02,2012-01-02,88.99576922914325,88.99576922914325,,10545.086245153605,,10545.086245153605,0.0
T000-D,BUY,21,IEF,2012-01-02,2012-01-02,24.850689190318413,24.850689190318413,77.65065002441406,89958.27805328369,77.65065002441406,89958.27805328369,0.0
T000-D,SELL,1,SPY,2010-01-04,2012-04-02,12.501891216062274,227.00966154014552,84.79635620117188,97431.01327514648,110.9660873413086,124920.07282447815,343665.2321176023
T000-D,SELL,2,QQQ,2010-01-04,2012-04-02,48.84651698373497,329.3525651025126,40.290767669677734,46294.09205245972,60.45096969604492,68052.67913532257,1062831.1934851368
T000-D,BUY,22,H001,2012-04-02,2012-04-02,111.6030005373336,111.6030005373336,,10638.971603623917,,10638.971603623917,0.0
T000-D,BUY,23,IEF,2012-04-02,2012-04-02,42.8122211924576,42.8122211924576,76.40869903564453,86017.09293937683,76.40869903564453,86017.09293937683,0.0
T000-D,SELL,3,H001,2010-01-04,2012-07-02,0.1807502345501703,1963.9687992653169,,10000.0,,10733.33164524942,0.0
T000-D,SELL,4,IEF,2010-01-04,2012-07-02,24.991884276362853,271.94431183723964,61.548912048339844,70719.69994354248,80.41930389404297,91951.43207244873,530620.9923523602
T000-D,BUY,24,SPY,2012-07-02,2012-07-02,7.881937513003262,7.881937513003262,107.349609375,122743.543359375,107.349609375,122743.543359375,0.0
T000-D,BUY,25,QQQ,2012-07-02,2012-07-02,20.026613548096492,20.026613548096492,57.12763595581055,65319.738951873784,57.12763595581055,65319.738951873784,0.0
T000-D,SELL,1,SPY,2010-01-04,2012-10-01,6.120781825287613,220.8888797148579,84.79635620117188,97431.01327514648,114.1208724975586,126935.50527030944,180590.5583683373
T000-D,SELL,2,QQQ,2010-01-04,2012-10-01,9.838192366021358,319.5143727364912,40.290767669677734,46294.09205245972,60.95859909057617,67803.64018245696,211615.0722091079
T000-D,BUY,26,H001,2012-10-01,2012-10-01,10.777402614565785,10.777402614565785,,10827.107041219537,,10827.107041219537,0.0
T000-D,BUY,27,IEF,2012-10-01,2012-10-01,14.615914975743246,14.615914975743246,80.94185638427734,90030.81743766785,80.94185638427734,90030.81743766785,0.0
T000-D,SELL,1,SPY,2010-01-04,2013-01-02,2.6199969635759253,218.26888275128198,84.79635620117188,97431.01327514648,116.29173278808594,123652.99947357178,68701.52421880409
T000-D,SELL,3,H001,2010-01-04,2013-01-02,101.15877941520372,1862.8100198501131,,10000.0,,10913.608967790798,0.0
T000-D,BUY,28,QQQ,2013-01-02,2013-01-02,9.437852401265845,9.437852401265845,60.1611328125,63969.33251953125,60.1611328125,63969.33251953125,0.0
T000-D,BUY,29,IEF,2013-01-02,2013-01-02,8.792705981459164,8.792705981459164,80.12886810302734,85201.02545394897,80.12886810302734,85201.02545394897,0.0
T000-D,SELL,1,SPY,2010-01-04,2013-04-01,14.467632791631264,203.8012499596507,84.79635620117188,97431.01327514648,124.79820251464844,139072.62091827393,602455.4882339536
T000-D,SELL,2,QQQ,2010-01-04,2013-04-01,0.5112393146353199,319.0031334218559,40.290767669677734,46294.09205245972,61.46688461303711,68497.4668750763,11351.238126905617
T000-D,BUY,30,H001,2013-04-01,2013-04-01,142.2388404011006,142.2388404011006,,10992.323835318559,,10992.323835318559,0.0
T000-D,BUY,31,IEF,2013-04-01,2013-04-01,5.292936874378217,5.292936874378217,80.7994155883789,90041.2527433777,80.7994155883789,90041.2527433777,0.0
T000-D,SELL,1,SPY,2010-01-04,2013-07-01,8.872861093066255,194.92838886658444,84.79635620117188,97431.01327514648,129.72769165039062,147275.95649993897,442267.2574253577
T000-D,SELL,2,QQQ,2010-01-04,2013-07-01,17.097957922110975,301.9051754997449,40.290767669677734,46294.09205245972,64.5508804321289,73282.67802818299,461449.7073901908
T000-D,BUY,32,H001,2013-07-01,2013-07-01,44.65596824232025,44.65596824232025,,11069.672436831168,,11069.672436831168,0.0
T000-D,BUY,33,IEF,2013-07-01,2013-07-01,23.423919186179077,23.423919186179077,77.28496551513672,87739.30280036926,77.28496551513672,87739.30280036926,0.0
T000-D,SELL,1,SPY,2010-01-04,2013-10-01,0.6177387363599601,194.31065013022447,84.79635620117188,97431.01327514648,136.80691528320312,146780.13940734864,30484.86681737485
T000-D,SELL,2,QQQ,2010-01-04,2013-10-01,22.067478461106113,279.8376970386388,40.290767669677734,46294.09205245972,71.94059753417969,77185.06709442139,681685.9263810557
T000-D,SELL,3,H001,2010-01-04,2013-10-01,30.590195847769515,1832.2198240023436,,10000.0,,11144.269535286901,0.0
T000-D,BUY,34,IEF,2013-10-01,2013-10-01,25.648013587423115,25.648013587423115,77.11689758300781,82738.7194168091,77.11689758300781,82738.7194168091,0.0
T000-D,SELL,1,SPY,2010-01-04,2014-01-02,9.854426203554297,184.4562239266702,84.79635620117188,97431.01327514648,148.58029174804688,156053.88042297363,577694.7181490301
T000-D,SELL,2,QQQ,2010-01-04,2014-01-02,17.712723198375162,262.12497384026364,40.290767669677734,46294.09205245972,79.04363250732422,83019.52722244263,650507.4675057794
T000-D,BUY,35,H001,2014-01-02,2014-01-02,43.45194464139644,43.45194464139644,,11218.558441353282,,11218.558441353282,0.0
T000-D,BUY,36,IEF,2014-01-02,2014-01-02,31.492679701688292,31.492679701688292,75.8905258178711,79707.81926651,75.8905258178711,79707.81926651,0.0
T000-D,SELL,1,SPY,2010-01-04,2014-04-01,2.888222815765492,181.5680011109047,84.79635620117188,97431.01327514648,153.58456420898438,162538.54430236816,188045.05659098132
T000-D,SELL,2,QQQ,2010-01-04,2014-04-01,2.273337644392739,259.8516361958709,40.290767669677734,46294.09205245972,81.32170104980469,86062.7562210083,90407.60132157416
T000-D,SELL,4,IEF,2010-01-04,2014-04-01,0.07140172369424586,271.8729101135454,61.548912048339844,70719.69994354248,77.58809661865234,82111.48265151978,813.3929212998828
T000-D,BUY,37,H001,2014-04-01,2014-04-01,58.08388285038051,58.08388285038051,,11293.066060819712,,11293.066060819712,0.0
T000-D,SELL,1,SPY,2010-01-04,2014-07-01,1.2370291271257472,180.33097198377897,84.79635620117188,97431.01327514648,161.51797485351562,163246.21718444824,81415.32424352661
T000-D,SELL,2,QQQ,2010-01-04,2014-07-01,6.768227447269117,253.0834087486018,40.290767669677734,46294.09205245972,86.7776107788086,87706.13121414185,280286.10010148055
T000-D,SELL,3,H001,2010-01-04,2014-07-01,18.053577120467487,1814.166246881876,,10000.0,,11368.007518686094,0.0
T000-D,BUY,38,IEF,2014-07-01,2014-07-01,12.439742881965852,12.439742881965852,79.3353500366211,80184.23828201294,79.3353500366211,80184.23828201294,0.0
T000-D,SELL,2,QQQ,2010-01-04,2014-10-01,8.990844385609014,244.0925643629928,40.290767669677734,46294.09205245972,89.0638198852539,94648.12139205933,434743.5532095127
T000-D,SELL,4,IEF,2010-01-04,2014-10-01,9.558650803023223,262.3142593105222,61.548912048339844,70719.69994354248,80.7367935180664,85798.99047164917,144137.67251550753
T000-D,BUY,39,SPY,2014-10-01,2014-10-01,2.2416570998557876,2.2416570998557876,160.06576538085938,170101.88887023926,160.06576538085938,170101.88887023926,0.0
T000-D,BUY,40,H001,2014-10-01,2014-10-01,112.2733719294016,112.2733719294016,,11443.348866592596,,11443.348866592596,0.0
T000-D,SELL,1,SPY,2010-01-04,2015-01-02,7.269287613271719,173.06168437050724,84.79635620117188,97431.01327514648,170.12498474121094,187772.04940841676,656714.9749337144
T000-D,SELL,2,QQQ,2010-01-04,2015-01-02,9.474508988369806,234.618055374623,40.290767669677734,46294.09205245972,94.66504669189453,104484.65198524475,551326.9831214437
T000-D,BUY,41,H001,2015-01-02,2015-01-02,176.75510729653078,176.75510729653078,,11510.641289396624,,11510.641289396624,0.0
T000-D,BUY,42,IEF,2015-01-02,2015-01-02,3.4111893958351085,3.4111893958351085,82.868408203125,91464.34818603516,82.868408203125,91464.34818603516,0.0
T000-D,SELL,2,QQQ,2010-01-04,2015-04-01,2.1332637010515194,232.48479167357146,40.290767669677734,46294.09205245972,96.82764434814453,106326.4362586975,128064.82078419757
T000-D,SELL,4,IEF,2010-01-04,2015-04-01,4.911332273760421,257.40292703676175,61.548912048339844,70719.69994354248,84.99047088623047,93328.03608016967,111037.05092384109
T000-D,BUY,43,SPY,2015-04-01,2015-04-01,2.6005187244455077,2.6005187244455077,171.10897827148438,187894.76903991698,171.10897827148438,187894.76903991698,0.0
T000-D,BUY,44,H001,2015-04-01,2015-04-01,15.970525906732199,15.970525906732199,,11571.927367990016,,11571.927367990016,0.0
T000-D,SELL,1,SPY,2010-01-04,2015-07-01,4.514908364077938,168.5467760064293,84.79635620117188,97431.01327514648,173.44589233398438,194934.10393524173,440217.5195447135
T000-D,SELL,2,QQQ,2010-01-04,2015-07-01,10.75003990437154,221.73475176919993,40.290767669677734,46294.09205245972,99.7017822265625,112053.83602661135,706919.8718233859
T000-D,BUY,45,H001,2015-07-01,2015-07-01,40.12327367509252,40.12327367509252,,11628.302547964351,,11628.302547964351,0.0
T000-D,BUY,46,IEF,2015-07-01,2015-07-01,17.54102332726428,17.54102332726428,81.90706634521484,92054.53279472352,81.90706634521484,92054.53279472352,0.0
T000-D,SELL,4,IEF,2010-01-04,2015-10-01,34.95685230813691,222.44607472862484,61.548912048339844,70719.69994354248,85.04102325439453,100351.80908111572,1035845.2627007418
T000-D,BUY,47,SPY,2015-10-01,2015-10-01,11.041452532938553,11.041452532938553,161.43331909179688,190497.773861084,161.43331909179688,190497.773861084,0.0
T000-D,BUY,48,QQQ,2015-10-01,2015-10-01,7.425114853975647,7.425114853975647,94.66560363769531,111709.19891662597,94.66560363769531,111709.19891662597,0.0
T000-D,BUY,49,H001,2015-10-01,2015-10-01,46.58439561346607,46.58439561346607,,11677.746602200483,,11677.746602200483,0.0
T000-D,SELL,1,SPY,2010-01-04,2016-01-04,6.858491009602435,161.68828499682687,84.79635620117188,97431.01327514648,169.90817260742188,202438.79133483887,720194.9017607281
T000-D,SELL,2,QQQ,2010-01-04,2016-01-04,14.885721978793603,206.84902979040632,40.290767669677734,46294.09205245972,101.71729278564453,121192.08566238404,1114910.7096467933
T000-D,BUY,50,H001,2016-01-04,2016-01-04,89.94355740462598,89.94355740462598,,11723.77600307885,,11723.77600307885,0.0
T000-D,BUY,51,IEF,2016-01-04,2016-01-04,18.899827246370805,18.899827246370805,84.04821014404297,100140.08045822143,84.04821014404297,100140.08045822143,0.0
T000-D,SELL,1,SPY,2010-01-04,2016-04-01,0.422253614221402,161.26603138260546,84.79635620117188,97431.01327514648,175.7970428466797,201665.57770156863,44013.42155585033
T000-D,SELL,3,H001,2010-01-04,2016-04-01,16.55568159895507,1797.610565282921,,10000.0,,11723.77600307885,0.0
T000-D,SELL,4,IEF,2010-01-04,2016-04-01,5.2466238972718875,217.19945083135295,61.548912048339844,70719.69994354248,87.68316650390625,100585.74445495606,156695.90285056838
T000-D,BUY,52,QQQ,2016-04-01,2016-04-01,6.711605906224722,6.711605906224722,102.82027435302734,117950.27772407532,102.82027435302734,117950.27772407532,0.0
T000-D,SELL,1,SPY,2010-01-04,2016-07-01,2.0775287165298972,159.18850266607558,84.79635620117188,97431.01327514648,179.2732696533203,205535.0109248352,224589.1594889088
T000-D,SELL,4,IEF,2010-01-04,2016-07-01,10.115667765687586,207.08378306566536,61.548912048339844,70719.69994354248,90.4242172241211,103670.4608052826,333318.9495039846
T000-D,BUY,53,QQQ,2016-07-01,2016-07-01,9.415506054670155,9.415506054670155,100.96424102783203,115754.49269599914,100.96424102783203,115754.49269599914,0.0
T000-D,BUY,54,H001,2016-07-01,2016-07-01,32.56776212319929,32.56776212319929,,11723.77600307885,,11723.77600307885,0.0
T000-D,SELL,2,QQQ,2010-01-04,2016-10-03,19.0416945556475,187.80733523475882,40.290767669677734,46294.09205245972,111.02239227294922,122656.42875923157,1454068.2911258587
T000-D,SELL,3,H001,2010-01-04,2016-10-03,8.526141078327559,1789.0844242045935,,10000.0,,11723.77600307885,0.0
T000-D,BUY,55,SPY,2016-10-03,2016-10-03,0.4198084101179654,0.4198084101179654,185.2086181640625,204616.6292614746,185.2086181640625,204616.6292614746,0.0
T000-D,BUY,56,IEF,2016-10-03,2016-10-03,23.480485473037906,23.480485473037906,89.49758911132812,98876.04147430419,89.49758911132812,98876.04147430419,0.0
T000-D,SELL,1,SPY,2010-01-04,2017-01-02,15.495901350422107,143.69260131565346,84.79635620117188,97431.01327514648,192.991455078125,232309.6042211914,2090065.3395838484
T000-D,SELL,2,QQQ,2010-01-04,2017-01-02,7.4267436284726,180.38059160628623,40.290767669677734,46294.09205245972,111.28495788574219,133957.04235580444,651050.2576184756
T000-D,BUY,57,H001,2017-01-02,2017-01-02,198.17374713472424,198.17374713472424,,11724.564944745636,,11724.564944745636,0.0
T000-D,BUY,58,IEF,2017-01-02,2017-01-02,19.058349726089748,19.058349726089748,84.52981567382812,101751.07502105713,84.52981567382812,101751.07502105713,0.0
T000-D,SELL,2,QQQ,2010-01-04,2017-04-03,14.676457430189151,165.70413417609709,40.290767669677734,46294.09205245972,124.5241470336914,139174.41293220522,1363154.0754938934
T000-D,SELL,3,H001,2010-01-04,2017-04-03,76.0853099044916,1712.9991143001018,,10000.0,,11858.145621766967,0.0
T000-D,BUY,59,SPY,2017-04-03,2017-04-03,1.3966762502161223,1.3966762502161223,204.06332397460938,228071.37404022217,204.06332397460938,228071.37404022217,0.0
T000-D,BUY,60,IEF,2017-04-03,2017-04-03,26.597698427458194,26.597698427458194,85.81741333007812,95913.83200836183,85.81741333007812,95913.83200836183,0.0
T000-D,SELL,1,SPY,2010-01-04,2017-07-03,2.943751620416113,140.74884969523734,84.79635620117188,97431.01327514648,211.05345153808594,242555.28971466064,427209.8239305357
T000-D,SELL,2,QQQ,2010-01-04,2017-07-03,2.9406977638315226,162.76343641226555,40.290767669677734,46294.09205245972,128.53469848632812,147719.78758239746,298262.31603994477
T000-D,SELL,3,H001,2010-01-04,2017-07-03,6.487573209584015,1706.5115410905178,,10000.0,,12480.695771637429,0.0
T000-D,BUY,61,IEF,2017-07-03,2017-07-03,9.225576948870224,9.225576948870224,86.29603576660156,99176.58206512452,86.29603576660156,99176.58206512452,0.0
T000-D,SELL,1,SPY,2010-01-04,2017-10-02,3.108887132724585,137.63996256251275,84.79635620117188,97431.01327514648,220.95407104492188,253253.13715026857,484433.39590918337
T000-D,SELL,2,QQQ,2010-01-04,2017-10-02,9.963504682695588,152.79993172956995,40.290767669677734,46294.09205245972,137.69766235351562,157826.30663635256,1111251.7422780255
T000-D,BUY,62,H001,2017-10-02,2017-10-02,49.05224574236732,49.05224574236732,,12661.159588027132,,12661.159588027132,0.0
T000-D,BUY,63,IEF,2017-10-02,2017-10-02,15.812600127052747,15.812600127052747,86.83557891845703,99529.20384475708,86.83557891845703,99529.20384475708,0.0
T000-D,SELL,1,SPY,2010-01-04,2018-01-02,3.091251083173724,134.54871147933903,84.79635620117188,97431.01327514648,236.5622100830078,250611.63973983767,473519.7774802063
T000-D,SELL,2,QQQ,2010-01-04,2018-01-02,8.537291557230274,144.26264017233967,40.290767669677734,46294.09205245972,150.22219848632812,159143.89485443116,963431.6686963721
T000-D,SELL,3,H001,2010-01-04,2018-01-02,129.66660467622893,1576.844936414289,,10000.0,,12884.776255686393,0.0
T000-D,BUY,64,IEF,2018-01-02,2018-01-02,37.600623007990734,37.600623007990734,86.40038299560547,91531.70174171448,86.40038299560547,91531.70174171448,0.0
T000-D,SELL,2,QQQ,2010-01-04,2018-04-02,2.2988642925376106,141.96377587980206,40.290767669677734,46294.09205245972,147.63670349121094,155908.78798782348,251989.3104231753
T000-D,SELL,4,IEF,2010-01-04,2018-04-02,7.044819035632461,200.0389640300329,61.548912048339844,70719.69994354248,85.09037017822266,89857.98361930846,134825.7451483702
T000-D,BUY,65,SPY,2018-04-02,2018-04-02,2.9288134743580767,2.9288134743580767,227.52392578125,240272.09134277343,227.52392578125,240272.09134277343,0.0
T000-D,BUY,66,H001,2018-04-02,2018-04-02,21.70232547712085,21.70232547712085,,12423.548892006283,,12423.548892006283,0.0
T000-D,SELL,1,SPY,2010-01-04,2018-07-02,6.6735269159811255,127.8751845633579,84.79635620117188,97431.01327514648,241.31895446777344,270110.71892532345,1152382.663500154
T000-D,SELL,2,QQQ,2010-01-04,2018-07-02,19.371213799852644,122.59256207994942,40.290767669677734,46294.09205245972,164.40248107910156,184017.34109664915,2667866.502445345
T000-D,BUY,67,H001,2018-07-02,2018-07-02,269.46407564382,269.46407564382,,12474.852478175602,,12474.852478175602,0.0
T000-D,BUY,68,IEF,2018-07-02,2018-07-02,21.065519171739403,21.065519171739403,84.85546112060547,94979.5661869049,84.85546112060547,94979.5661869049,0.0
T000-D,SELL,1,SPY,2010-01-04,2018-10-01,8.931799654404628,118.94338490895328,84.79635620117188,97431.01327514648,260.1291198730469,289401.44973236084,1714641.4780044528
T000-D,SELL,2,QQQ,2010-01-04,2018-10-01,9.783800441269852,112.80876163867957,40.290767669677734,46294.09205245972,177.44143676757812,197408.92164703368,1478477.3364698112
T000-D,BUY,69,H001,2018-10-01,2018-10-01,82.62238803258403,82.62238803258403,,12526.368379839401,,12526.368379839401,0.0
T000-D,BUY,70,IEF,2018-10-01,2018-10-01,29.535756903154976,29.535756903154976,84.07999420166016,93541.51594917297,84.07999420166016,93541.51594917297,0.0
T000-D,SELL,3,H001,2010-01-04,2019-01-02,218.9804583366747,1357.8644780776142,,10000.0,,12578.291620901526,0.0
T000-D,SELL,4,IEF,2010-01-04,2019-01-02,71.98126407189406,128.05769995813884,61.548912048339844,70719.69994354248,87.72885131835938,98178.23479888916,1976500.0484500164
T000-D,BUY,71,SPY,2019-01-02,2019-01-02,18.042886823887102,18.042886823887102,224.382568359375,251108.77607666014,224.382568359375,251108.77607666014,0.0
T000-D,BUY,72,QQQ,2019-01-02,2019-01-02,27.56856091668636,27.56856091668636,148.0408935546875,165674.04438598632,148.0408935546875,165674.04438598632,0.0
T000-D,SELL,1,SPY,2010-01-04,2019-04-01,12.969296440815159,105.97408846813812,84.79635620117188,97431.01327514648,257.4856262207031,291731.21450805664,2519936.908299651
T000-D,SELL,2,QQQ,2010-01-04,2019-04-01,20.406509271715176,92.40225236696439,40.290767669677734,46294.09205245972,174.31822204589844,197502.54557800293,3085636.708830711
T000-D,BUY,73,H001,2019-04-01,2019-04-01,296.70454967588176,296.70454967588176,,12638.394070036358,,12638.394070036358,0.0
T000-D,BUY,74,IEF,2019-04-01,2019-04-01,39.672938920766605,39.672938920766605,89.36080932617188,101245.79696655273,89.36080932617188,101245.79696655273,0.0
T000-D,SELL,1,SPY,2010-01-04,2019-07-01,3.467472113851683,102.50661635428644,84.79635620117188,97431.01327514648,267.63623046875,310056.5729980469,737273.1990312627
T000-D,SELL,2,QQQ,2010-01-04,2019-07-01,4.275497983775856,88.12675438318854,40.290767669677734,46294.09205245972,181.6326446533203,210421.41883087158,701726.054723621
T000-D,SELL,4,IEF,2010-01-04,2019-07-01,12.863768524673937,115.19393143346491,61.548912048339844,70719.69994354248,93.24726104736328,108026.95192337036,479911.8537601893
T000-D,BUY,75,H001,2019-07-01,2019-07-01,175.27585932402417,175.27585932402417,,12593.834626863307,,12593.834626863307,0.0
