year,factor_macro_gate_mcap_net_total_return,kospi_buy_and_hold_net_total_return,cash_net_total_return,d001_factor_macro_gate_mcap_net_total_return,d009_minus_d001_factor_macro_gate_mcap_return
2010,0.0,0.3293489579737485,0.0,0.0,0.0
2011,0.0,0.004079681302652238,0.0,0.0,0.0
2012,0.0,0.18731018909741426,0.0,0.0,0.0
2013,0.0,0.06125736750042954,0.0,0.0,0.0
2014,0.0,0.05769800682302639,0.0,0.0,0.0
2015,0.0,0.16501292442133764,0.0,0.0,0.0
2017,-0.07033739563062968,0.31675953872996554,0.0,0.0,-0.07033739563062968
2018,0.04082355362531365,-0.08401784948302582,0.0,0.0,0.04082355362531365
2019,-0.3251121493150101,0.17019485930094325,0.0,0.0277493483052602,-0.3528614976202703
2020,0.31357178855452084,0.5251287429311848,0.0,0.2461360848272729,0.06743570372724794
2021,-0.5178223217685345,0.13170240063376726,0.0,-0.035316520549102,-0.4825058012194325
2022,-0.04626773715839905,-0.18442405395793493,0.0,0.0,-0.04626773715839905
2023,-0.03112143877522089,0.3279894204214897,0.0,-0.0177293971971159,-0.013392041578104988
2024,-0.07692736783839271,0.034981455283805474,0.0,0.0422472179791628,-0.11917458581755552
2025,0.2233513729224128,1.047004780803555,0.0,0.7666554035490463,-0.5433040306266335
2026,0.2354567870412203,0.7344109727369705,0.0,0.0,0.2354567870412203
